Frame Index,Game Clock Time (min:sec),Half,Game Clock (in seconds since start of half),Unix Timestamp,On-ball Player Number,On-ball Player Name,On-ball Player Coordinates,Ball Coordinates,Number of Opposition Players within 5 yd
397,0:15,1,15.88,1599957500650,6,D. McCarty,"[-11.97, 21.42, 0.0]","[-12.38, 21.42, 0.5]",2
398,0:15,1,15.92,1599957500690,6,D. McCarty,"[-11.95, 21.36, 0.0]","[-12.79, 21.42, 0.6000000000000001]",2
441,0:17,1,17.64,1599957502410,9,D. Badji,"[-25.44, 23.47, 0.0]","[-25.16, 22.7, 0.55]",1
442,0:17,1,17.68,1599957502450,9,D. Badji,"[-25.32, 23.27, 0.0]","[-25.3, 22.54, 0.6900000000000001]",1
443,0:17,1,17.72,1599957502490,9,D. Badji,"[-25.2, 23.07, 0.0]","[-25.44, 22.38, 0.84]",1
444,0:17,1,17.76,1599957502530,9,D. Badji,"[-25.07, 22.88, 0.0]","[-25.59, 22.21, 1.0]",1
495,0:19,1,19.8,1599957504570,10,H. Mukhtar,"[-36.45, 18.77, 0.0]","[-37.12, 19.35, 0.14]",1
496,0:19,1,19.84,1599957504610,10,H. Mukhtar,"[-36.66, 18.87, 0.0]","[-37.32, 19.42, 0.13]",1
497,0:19,1,19.88,1599957504650,10,H. Mukhtar,"[-36.87, 18.97, 0.0]","[-37.48, 19.48, 0.12]",1
498,0:19,1,19.92,1599957504690,10,H. Mukhtar,"[-37.09, 19.07, 0.0]","[-37.69, 19.54, 0.11]",1
499,0:19,1,19.96,1599957504730,10,H. Mukhtar,"[-37.3, 19.16, 0.0]","[-37.86, 19.6, 0.11]",1
500,0:20,1,20.0,1599957504770,10,H. Mukhtar,"[-37.53, 19.26, 0.0]","[-38.07, 19.67, 0.1]",1
501,0:20,1,20.04,1599957504810,10,H. Mukhtar,"[-37.76, 19.35, 0.0]","[-38.23, 19.73, 0.09]",1
502,0:20,1,20.08,1599957504850,10,H. Mukhtar,"[-37.99, 19.43, 0.0]","[-38.41, 19.79, 0.09]",1
503,0:20,1,20.12,1599957504890,10,H. Mukhtar,"[-38.22, 19.51, 0.0]","[-38.59, 19.85, 0.06]",1
504,0:20,1,20.16,1599957504930,10,H. Mukhtar,"[-38.45, 19.59, 0.0]","[-38.72, 19.9, 0.04]",1
505,0:20,1,20.2,1599957504970,10,H. Mukhtar,"[-38.69, 19.66, 0.0]","[-39.1, 19.95, 0.09]",1
506,0:20,1,20.24,1599957505010,10,H. Mukhtar,"[-38.94, 19.73, 0.0]","[-39.37, 19.96, 0.12]",1
507,0:20,1,20.28,1599957505050,10,H. Mukhtar,"[-39.18, 19.78, 0.0]","[-39.63, 19.97, 0.12]",1
508,0:20,1,20.32,1599957505090,10,H. Mukhtar,"[-39.43, 19.84, 0.0]","[-39.94, 19.97, 0.11]",1
509,0:20,1,20.36,1599957505130,10,H. Mukhtar,"[-39.67, 19.89, 0.0]","[-40.22, 19.97, 0.11]",1
510,0:20,1,20.4,1599957505170,10,H. Mukhtar,"[-39.92, 19.93, 0.0]","[-40.51, 19.98, 0.09]",1
511,0:20,1,20.44,1599957505210,10,H. Mukhtar,"[-40.17, 19.96, 0.0]","[-40.83, 19.98, 0.08]",1
512,0:20,1,20.48,1599957505250,10,H. Mukhtar,"[-40.43, 19.99, 0.0]","[-41.08, 19.98, 0.06]",1
513,0:20,1,20.52,1599957505290,10,H. Mukhtar,"[-40.68, 20.01, 0.0]","[-41.44, 20.03, 0.09]",1
514,0:20,1,20.56,1599957505330,10,H. Mukhtar,"[-40.93, 20.03, 0.0]","[-41.62, 20.04, 0.09]",1
1377,0:55,1,55.08,1599957539850,6,D. McCarty,"[-46.72, 8.16, 0.0]","[-47.26, 8.85, 1.48]",2
1378,0:55,1,55.12,1599957539890,6,D. McCarty,"[-46.78, 8.34, 0.0]","[-47.41, 8.45, 1.4]",2
1379,0:55,1,55.16,1599957539930,6,D. McCarty,"[-46.85, 8.51, 0.0]","[-47.55, 8.04, 1.31]",2
3283,2:11,1,131.32,1599957616090,6,D. McCarty,"[17.49, 27.18, 0.0]","[18.12, 27.68, 0.46]",1
3284,2:11,1,131.36,1599957616130,6,D. McCarty,"[17.51, 27.19, 0.0]","[18.13, 27.55, 0.39]",1
3285,2:11,1,131.4,1599957616170,6,D. McCarty,"[17.53, 27.21, 0.0]","[18.3, 27.55, 0.12]",1
3314,2:12,1,132.56,1599957617330,12,A. Johnston,"[22.09, 33.63, 0.0]","[21.58, 33.69, 0.01]",1
3315,2:12,1,132.6,1599957617370,12,A. Johnston,"[22.1, 33.63, 0.0]","[21.71, 33.92, -0.01]",1
3316,2:12,1,132.64,1599957617410,12,A. Johnston,"[22.1, 33.62, 0.0]","[21.71, 33.9, 0.01]",1
3338,2:13,1,133.52,1599957618290,7,A. Danladi,"[4.8, 30.42, 0.0]","[5.38, 30.34, 0.24]",1
3339,2:13,1,133.56,1599957618330,7,A. Danladi,"[4.88, 30.37, 0.0]","[5.35, 30.47, 0.06]",1
3340,2:13,1,133.6,1599957618370,7,A. Danladi,"[4.96, 30.34, 0.0]","[5.35, 30.57, -0.01]",1
3341,2:13,1,133.64,1599957618410,7,A. Danladi,"[5.05, 30.31, 0.0]","[5.34, 30.75, 0.04]",1
3342,2:13,1,133.68,1599957618450,7,A. Danladi,"[5.14, 30.28, 0.0]","[5.33, 30.88, 0.09]",1
3343,2:13,1,133.72,1599957618490,7,A. Danladi,"[5.23, 30.26, 0.0]","[5.32, 31.0, 0.13]",1
3344,2:13,1,133.76,1599957618530,7,A. Danladi,"[5.32, 30.25, 0.0]","[5.31, 31.15, 0.18]",1
3811,2:32,1,152.44,1599957637210,10,H. Mukhtar,"[-19.35, 28.82, 0.0]","[-18.71, 29.3, -0.01]",1
3812,2:32,1,152.48,1599957637250,10,H. Mukhtar,"[-19.28, 28.89, 0.0]","[-18.68, 29.32, -0.04]",1
3813,2:32,1,152.52,1599957637290,10,H. Mukhtar,"[-19.21, 28.97, 0.0]","[-18.55, 29.43, -0.01]",1
3814,2:32,1,152.56,1599957637330,10,H. Mukhtar,"[-19.14, 29.04, 0.0]","[-18.53, 29.48, -0.04]",1
3815,2:32,1,152.6,1599957637370,10,H. Mukhtar,"[-19.06, 29.11, 0.0]","[-18.43, 29.57, -0.04]",1
3816,2:32,1,152.64,1599957637410,10,H. Mukhtar,"[-18.99, 29.19, 0.0]","[-18.36, 29.65, -0.04]",1
3817,2:32,1,152.68,1599957637450,10,H. Mukhtar,"[-18.91, 29.27, 0.0]","[-18.31, 29.72, -0.04]",1
3818,2:32,1,152.72,1599957637490,10,H. Mukhtar,"[-18.84, 29.35, 0.0]","[-18.25, 29.79, -0.04]",1
3819,2:32,1,152.76,1599957637530,10,H. Mukhtar,"[-18.76, 29.43, 0.0]","[-18.2, 29.84, -0.04]",1
3820,2:32,1,152.8,1599957637570,10,H. Mukhtar,"[-18.68, 29.52, 0.0]","[-18.15, 29.9, -0.04]",1
3821,2:32,1,152.84,1599957637610,10,H. Mukhtar,"[-18.61, 29.61, 0.0]","[-18.11, 29.94, -0.04]",1
3822,2:32,1,152.88,1599957637650,10,H. Mukhtar,"[-18.53, 29.7, 0.0]","[-18.08, 29.99, -0.04]",1
3823,2:32,1,152.92,1599957637690,10,H. Mukhtar,"[-18.46, 29.8, 0.0]","[-18.05, 30.03, -0.04]",1
3824,2:32,1,152.96,1599957637730,10,H. Mukhtar,"[-18.39, 29.9, 0.0]","[-18.02, 30.06, -0.04]",1
3825,2:33,1,153.0,1599957637770,10,H. Mukhtar,"[-18.32, 30.01, 0.0]","[-17.99, 30.09, -0.04]",1
3826,2:33,1,153.04,1599957637810,10,H. Mukhtar,"[-18.25, 30.13, 0.0]","[-17.97, 30.13, -0.04]",1
3827,2:33,1,153.08,1599957637850,10,H. Mukhtar,"[-18.19, 30.25, 0.0]","[-17.94, 30.17, -0.04]",1
3828,2:33,1,153.12,1599957637890,10,H. Mukhtar,"[-18.13, 30.37, 0.0]","[-17.92, 30.21, -0.04]",1
3829,2:33,1,153.16,1599957637930,10,H. Mukhtar,"[-18.08, 30.5, 0.0]","[-17.88, 30.25, -0.04]",1
3830,2:33,1,153.2,1599957637970,10,H. Mukhtar,"[-18.02, 30.64, 0.0]","[-17.87, 30.29, -0.04]",1
3831,2:33,1,153.24,1599957638010,10,H. Mukhtar,"[-17.97, 30.78, 0.0]","[-17.76, 30.49, -0.01]",1
3832,2:33,1,153.28,1599957638050,10,H. Mukhtar,"[-17.93, 30.92, 0.0]","[-17.65, 30.63, -0.01]",1
3833,2:33,1,153.32,1599957638090,10,H. Mukhtar,"[-17.88, 31.06, 0.0]","[-17.53, 30.81, -0.02]",1
3834,2:33,1,153.36,1599957638130,10,H. Mukhtar,"[-17.82, 31.21, 0.0]","[-17.37, 31.01, -0.02]",1
3835,2:33,1,153.4,1599957638170,10,H. Mukhtar,"[-17.77, 31.35, 0.0]","[-17.26, 31.23, -0.04]",1
3836,2:33,1,153.44,1599957638210,10,H. Mukhtar,"[-17.72, 31.48, 0.0]","[-17.28, 31.31, -0.04]",1
3837,2:33,1,153.48,1599957638250,10,H. Mukhtar,"[-17.66, 31.62, 0.0]","[-17.22, 31.52, -0.04]",1
3838,2:33,1,153.52,1599957638290,10,H. Mukhtar,"[-17.6, 31.75, 0.0]","[-17.1, 31.66, -0.04]",1
3839,2:33,1,153.56,1599957638330,10,H. Mukhtar,"[-17.54, 31.88, 0.0]","[-17.04, 31.82, -0.05]",1
3840,2:33,1,153.6,1599957638370,10,H. Mukhtar,"[-17.47, 31.99, 0.0]","[-16.97, 31.98, -0.05]",1
3841,2:33,1,153.64,1599957638410,10,H. Mukhtar,"[-17.4, 32.11, 0.0]","[-16.91, 32.11, -0.05]",1
3842,2:33,1,153.68,1599957638450,10,H. Mukhtar,"[-17.32, 32.21, 0.0]","[-16.83, 32.25, -0.06]",1
3843,2:33,1,153.72,1599957638490,10,H. Mukhtar,"[-17.23, 32.31, 0.0]","[-16.79, 32.38, -0.06]",1
3844,2:33,1,153.76,1599957638530,10,H. Mukhtar,"[-17.15, 32.4, 0.0]","[-16.74, 32.52, -0.06]",1
3845,2:33,1,153.8,1599957638570,10,H. Mukhtar,"[-17.05, 32.48, 0.0]","[-16.68, 32.62, -0.06]",1
3846,2:33,1,153.84,1599957638610,10,H. Mukhtar,"[-16.96, 32.56, 0.0]","[-16.62, 32.75, -0.06]",1
3847,2:33,1,153.88,1599957638650,10,H. Mukhtar,"[-16.86, 32.63, 0.0]","[-16.56, 32.85, -0.06]",1
3848,2:33,1,153.92,1599957638690,10,H. Mukhtar,"[-16.76, 32.7, 0.0]","[-16.5, 32.93, -0.06]",1
3849,2:33,1,153.96,1599957638730,10,H. Mukhtar,"[-16.65, 32.77, 0.0]","[-16.41, 33.0, -0.06]",1
3850,2:34,1,154.0,1599957638770,10,H. Mukhtar,"[-16.55, 32.83, 0.0]","[-16.33, 33.06, -0.06]",1
3851,2:34,1,154.04,1599957638810,10,H. Mukhtar,"[-16.44, 32.89, 0.0]","[-16.22, 33.08, -0.06]",1
3852,2:34,1,154.08,1599957638850,10,H. Mukhtar,"[-16.33, 32.94, 0.0]","[-16.09, 33.09, -0.06]",1
3853,2:34,1,154.12,1599957638890,10,H. Mukhtar,"[-16.22, 32.98, 0.0]","[-15.96, 33.08, -0.06]",1
3854,2:34,1,154.16,1599957638930,10,H. Mukhtar,"[-16.1, 33.02, 0.0]","[-15.84, 33.06, -0.06]",1
3855,2:34,1,154.2,1599957638970,10,H. Mukhtar,"[-15.98, 33.06, 0.0]","[-15.71, 33.04, -0.06]",1
3856,2:34,1,154.24,1599957639010,10,H. Mukhtar,"[-15.86, 33.09, 0.0]","[-15.59, 33.02, -0.06]",1
3857,2:34,1,154.28,1599957639050,10,H. Mukhtar,"[-15.74, 33.11, 0.0]","[-15.47, 32.99, -0.06]",1
3858,2:34,1,154.32,1599957639090,10,H. Mukhtar,"[-15.62, 33.13, 0.0]","[-15.37, 32.98, -0.06]",1
3859,2:34,1,154.36,1599957639130,10,H. Mukhtar,"[-15.49, 33.15, 0.0]","[-15.28, 32.95, -0.06]",1
3860,2:34,1,154.4,1599957639170,10,H. Mukhtar,"[-15.37, 33.17, 0.0]","[-15.18, 32.85, -0.06]",1
3861,2:34,1,154.44,1599957639210,10,H. Mukhtar,"[-15.25, 33.19, 0.0]","[-15.08, 32.76, -0.06]",1
3862,2:34,1,154.48,1599957639250,10,H. Mukhtar,"[-15.13, 33.2, 0.0]","[-15.0, 32.59, -0.06]",1
3863,2:34,1,154.52,1599957639290,10,H. Mukhtar,"[-15.03, 33.21, 0.0]","[-14.92, 32.42, -0.05]",1
3879,2:35,1,155.16,1599957639930,12,A. Johnston,"[-13.85, 28.47, 0.0]","[-14.29, 28.91, -0.01]",2
3880,2:35,1,155.2,1599957639970,12,A. Johnston,"[-13.87, 28.46, 0.0]","[-14.28, 28.83, -0.01]",2
3881,2:35,1,155.24,1599957640010,12,A. Johnston,"[-13.88, 28.44, 0.0]","[-14.28, 28.79, -0.01]",2
3882,2:35,1,155.28,1599957640050,12,A. Johnston,"[-13.89, 28.43, 0.0]","[-14.28, 28.76, -0.01]",2
3883,2:35,1,155.32,1599957640090,12,A. Johnston,"[-13.9, 28.41, 0.0]","[-14.28, 28.75, -0.01]",2
3884,2:35,1,155.36,1599957640130,12,A. Johnston,"[-13.91, 28.39, 0.0]","[-14.28, 28.75, -0.01]",2
3885,2:35,1,155.4,1599957640170,12,A. Johnston,"[-13.92, 28.37, 0.0]","[-14.28, 28.74, -0.01]",2
3886,2:35,1,155.44,1599957640210,12,A. Johnston,"[-13.92, 28.35, 0.0]","[-14.29, 28.74, -0.01]",2
3887,2:35,1,155.48,1599957640250,12,A. Johnston,"[-13.92, 28.33, 0.0]","[-14.29, 28.74, -0.01]",2
3888,2:35,1,155.52,1599957640290,12,A. Johnston,"[-13.91, 28.31, 0.0]","[-14.29, 28.74, -0.01]",2
3889,2:35,1,155.56,1599957640330,12,A. Johnston,"[-13.91, 28.29, 0.0]","[-14.29, 28.74, -0.01]",2
3890,2:35,1,155.6,1599957640370,12,A. Johnston,"[-13.89, 28.26, 0.0]","[-14.55, 28.82, 0.0]",2
4226,2:49,1,169.04,1599957653810,20,A. Godoy,"[-16.13, -20.06, 0.0]","[-16.5, -20.1, 2.35]",1
4227,2:49,1,169.08,1599957653850,20,A. Godoy,"[-16.13, -20.11, 0.0]","[-16.93, -20.41, 2.68]",1
4314,2:52,1,172.56,1599957657330,29,A. Muyl,"[-36.33, -28.36, 0.0]","[-37.23, -28.51, 0.58]",1
4315,2:52,1,172.6,1599957657370,29,A. Muyl,"[-36.58, -28.4, 0.0]","[-37.36, -28.58, 0.49]",1
4316,2:52,1,172.64,1599957657410,29,A. Muyl,"[-36.82, -28.44, 0.0]","[-37.53, -28.67, 0.38]",1
4317,2:52,1,172.68,1599957657450,29,A. Muyl,"[-37.07, -28.48, 0.0]","[-37.69, -28.75, 0.27]",1
4318,2:52,1,172.72,1599957657490,29,A. Muyl,"[-37.31, -28.51, 0.0]","[-37.85, -28.84, 0.14]",1
4319,2:52,1,172.76,1599957657530,29,A. Muyl,"[-37.56, -28.54, 0.0]","[-38.03, -28.94, 0.01]",1
4320,2:52,1,172.8,1599957657570,29,A. Muyl,"[-37.8, -28.57, 0.0]","[-38.11, -28.94, -0.01]",1
4321,2:52,1,172.84,1599957657610,29,A. Muyl,"[-38.05, -28.6, 0.0]","[-38.62, -28.89, -0.01]",1
4322,2:52,1,172.88,1599957657650,29,A. Muyl,"[-38.29, -28.63, 0.0]","[-38.81, -28.88, -0.01]",1
4323,2:52,1,172.92,1599957657690,29,A. Muyl,"[-38.54, -28.65, 0.0]","[-39.06, -28.86, -0.01]",1
4324,2:52,1,172.96,1599957657730,29,A. Muyl,"[-38.78, -28.67, 0.0]","[-39.28, -28.84, -0.01]",1
4325,2:53,1,173.0,1599957657770,29,A. Muyl,"[-39.02, -28.69, 0.0]","[-39.52, -28.82, -0.01]",1
4326,2:53,1,173.04,1599957657810,29,A. Muyl,"[-39.26, -28.71, 0.0]","[-39.71, -28.79, -0.01]",1
4327,2:53,1,173.08,1599957657850,29,A. Muyl,"[-39.51, -28.72, 0.0]","[-40.14, -28.79, -0.01]",1
4328,2:53,1,173.12,1599957657890,29,A. Muyl,"[-39.74, -28.73, 0.0]","[-40.31, -28.79, -0.01]",1
4329,2:53,1,173.16,1599957657930,29,A. Muyl,"[-39.98, -28.75, 0.0]","[-40.52, -28.8, -0.01]",1
4330,2:53,1,173.2,1599957657970,29,A. Muyl,"[-40.22, -28.76, 0.0]","[-40.74, -28.82, -0.01]",1
4331,2:53,1,173.24,1599957658010,29,A. Muyl,"[-40.45, -28.78, 0.0]","[-40.93, -28.83, -0.01]",1
4332,2:53,1,173.28,1599957658050,29,A. Muyl,"[-40.68, -28.79, 0.0]","[-41.18, -28.86, 0.0]",1
4333,2:53,1,173.32,1599957658090,29,A. Muyl,"[-40.9, -28.8, 0.0]","[-41.36, -28.88, 0.0]",1
4334,2:53,1,173.36,1599957658130,29,A. Muyl,"[-41.12, -28.82, 0.0]","[-41.6, -28.91, 0.01]",1
4335,2:53,1,173.4,1599957658170,29,A. Muyl,"[-41.34, -28.84, 0.0]","[-41.79, -28.93, 0.01]",1
4336,2:53,1,173.44,1599957658210,29,A. Muyl,"[-41.55, -28.86, 0.0]","[-42.02, -28.96, 0.01]",1
4337,2:53,1,173.48,1599957658250,29,A. Muyl,"[-41.76, -28.88, 0.0]","[-42.2, -28.98, 0.01]",1
4338,2:53,1,173.52,1599957658290,29,A. Muyl,"[-41.96, -28.9, 0.0]","[-42.43, -29.01, 0.0]",1
4339,2:53,1,173.56,1599957658330,29,A. Muyl,"[-42.15, -28.93, 0.0]","[-42.6, -29.04, 0.0]",1
4340,2:53,1,173.6,1599957658370,29,A. Muyl,"[-42.34, -28.95, 0.0]","[-42.8, -29.06, -0.01]",1
4341,2:53,1,173.64,1599957658410,29,A. Muyl,"[-42.52, -28.99, 0.0]","[-42.99, -29.09, -0.01]",1
4342,2:53,1,173.68,1599957658450,29,A. Muyl,"[-42.69, -29.02, 0.0]","[-43.11, -29.12, -0.01]",1
4343,2:53,1,173.72,1599957658490,29,A. Muyl,"[-42.86, -29.06, 0.0]","[-43.5, -29.15, 0.01]",1
4344,2:53,1,173.76,1599957658530,29,A. Muyl,"[-43.01, -29.11, 0.0]","[-43.52, -29.21, 0.01]",1
4345,2:53,1,173.8,1599957658570,29,A. Muyl,"[-43.16, -29.15, 0.0]","[-43.54, -29.28, 0.01]",1
4346,2:53,1,173.84,1599957658610,29,A. Muyl,"[-43.3, -29.21, 0.0]","[-43.55, -29.35, 0.01]",1
4347,2:53,1,173.88,1599957658650,29,A. Muyl,"[-43.43, -29.26, 0.0]","[-43.56, -29.42, 0.01]",1
4348,2:53,1,173.92,1599957658690,29,A. Muyl,"[-43.55, -29.32, 0.0]","[-43.57, -29.49, 0.01]",1
4349,2:53,1,173.96,1599957658730,29,A. Muyl,"[-43.67, -29.38, 0.0]","[-43.57, -29.54, 0.02]",1
4350,2:54,1,174.0,1599957658770,29,A. Muyl,"[-43.77, -29.45, 0.0]","[-43.57, -29.61, 0.02]",1
4351,2:54,1,174.04,1599957658810,29,A. Muyl,"[-43.86, -29.51, 0.0]","[-43.57, -29.65, 0.02]",1
4352,2:54,1,174.08,1599957658850,29,A. Muyl,"[-43.95, -29.58, 0.0]","[-43.57, -29.68, 0.04]",1
4353,2:54,1,174.12,1599957658890,29,A. Muyl,"[-44.02, -29.64, 0.0]","[-43.6, -29.81, 0.04]",1
4354,2:54,1,174.16,1599957658930,29,A. Muyl,"[-44.08, -29.71, 0.0]","[-43.6, -29.85, 0.04]",1
4355,2:54,1,174.2,1599957658970,29,A. Muyl,"[-44.13, -29.78, 0.0]","[-43.63, -29.91, 0.04]",1
4356,2:54,1,174.24,1599957659010,29,A. Muyl,"[-44.17, -29.84, 0.0]","[-43.64, -29.97, 0.03]",1
4357,2:54,1,174.28,1599957659050,29,A. Muyl,"[-44.21, -29.91, 0.0]","[-43.66, -30.03, 0.03]",1
4358,2:54,1,174.32,1599957659090,29,A. Muyl,"[-44.22, -29.97, 0.0]","[-43.68, -30.11, 0.03]",1
4359,2:54,1,174.36,1599957659130,29,A. Muyl,"[-44.23, -30.03, 0.0]","[-43.69, -30.17, 0.02]",1
4360,2:54,1,174.4,1599957659170,29,A. Muyl,"[-44.23, -30.08, 0.0]","[-43.7, -30.24, 0.02]",1
4361,2:54,1,174.44,1599957659210,29,A. Muyl,"[-44.21, -30.13, 0.0]","[-43.71, -30.29, 0.02]",1
4362,2:54,1,174.48,1599957659250,29,A. Muyl,"[-44.19, -30.17, 0.0]","[-43.72, -30.37, 0.01]",1
4363,2:54,1,174.52,1599957659290,29,A. Muyl,"[-44.16, -30.21, 0.0]","[-43.73, -30.43, 0.01]",1
4364,2:54,1,174.56,1599957659330,29,A. Muyl,"[-44.11, -30.24, 0.0]","[-43.74, -30.5, 0.01]",1
4365,2:54,1,174.6,1599957659370,29,A. Muyl,"[-44.07, -30.26, 0.0]","[-43.75, -30.56, 0.0]",1
4366,2:54,1,174.64,1599957659410,29,A. Muyl,"[-44.01, -30.28, 0.0]","[-43.78, -30.64, -0.01]",1
4367,2:54,1,174.68,1599957659450,29,A. Muyl,"[-43.94, -30.3, 0.0]","[-43.78, -30.64, -0.01]",1
4368,2:54,1,174.72,1599957659490,29,A. Muyl,"[-43.87, -30.3, 0.0]","[-43.75, -30.64, -0.01]",1
4369,2:54,1,174.76,1599957659530,29,A. Muyl,"[-43.79, -30.31, 0.0]","[-43.57, -30.59, -0.01]",1
4370,2:54,1,174.8,1599957659570,29,A. Muyl,"[-43.71, -30.3, 0.0]","[-43.44, -30.55, -0.01]",1
4371,2:54,1,174.84,1599957659610,29,A. Muyl,"[-43.62, -30.29, 0.0]","[-43.32, -30.52, 0.0]",1
4372,2:54,1,174.88,1599957659650,29,A. Muyl,"[-43.53, -30.28, 0.0]","[-43.24, -30.49, -0.01]",1
4373,2:54,1,174.92,1599957659690,29,A. Muyl,"[-43.43, -30.27, 0.0]","[-43.01, -30.44, 0.01]",1
4374,2:54,1,174.96,1599957659730,29,A. Muyl,"[-43.34, -30.25, 0.0]","[-42.94, -30.43, 0.01]",1
4375,2:55,1,175.0,1599957659770,29,A. Muyl,"[-43.24, -30.24, 0.0]","[-42.85, -30.41, 0.01]",1
4376,2:55,1,175.04,1599957659810,29,A. Muyl,"[-43.13, -30.22, 0.0]","[-42.76, -30.39, 0.01]",1
4377,2:55,1,175.08,1599957659850,29,A. Muyl,"[-43.03, -30.21, 0.0]","[-42.68, -30.38, 0.01]",1
4378,2:55,1,175.12,1599957659890,29,A. Muyl,"[-42.92, -30.19, 0.0]","[-42.57, -30.37, 0.01]",1
4379,2:55,1,175.16,1599957659930,29,A. Muyl,"[-42.81, -30.18, 0.0]","[-42.49, -30.36, 0.01]",1
4380,2:55,1,175.2,1599957659970,29,A. Muyl,"[-42.7, -30.17, 0.0]","[-42.36, -30.35, 0.01]",1
4381,2:55,1,175.24,1599957660010,29,A. Muyl,"[-42.59, -30.16, 0.0]","[-42.25, -30.35, 0.01]",1
4382,2:55,1,175.28,1599957660050,29,A. Muyl,"[-42.47, -30.16, 0.0]","[-42.11, -30.35, 0.01]",1
4383,2:55,1,175.32,1599957660090,29,A. Muyl,"[-42.36, -30.15, 0.0]","[-41.97, -30.36, 0.01]",1
4384,2:55,1,175.36,1599957660130,29,A. Muyl,"[-42.24, -30.15, 0.0]","[-41.81, -30.36, 0.01]",1
4385,2:55,1,175.4,1599957660170,29,A. Muyl,"[-42.12, -30.15, 0.0]","[-41.67, -30.37, 0.0]",1
4386,2:55,1,175.44,1599957660210,29,A. Muyl,"[-42.0, -30.15, 0.0]","[-41.5, -30.38, 0.0]",1
4387,2:55,1,175.48,1599957660250,29,A. Muyl,"[-41.87, -30.15, 0.0]","[-41.38, -30.39, -0.01]",1
4388,2:55,1,175.52,1599957660290,29,A. Muyl,"[-41.74, -30.15, 0.0]","[-41.23, -30.4, -0.01]",1
4389,2:55,1,175.56,1599957660330,29,A. Muyl,"[-41.61, -30.15, 0.0]","[-41.12, -30.41, -0.01]",1
4390,2:55,1,175.6,1599957660370,29,A. Muyl,"[-41.48, -30.16, 0.0]","[-40.98, -30.41, -0.01]",1
4391,2:55,1,175.64,1599957660410,29,A. Muyl,"[-41.35, -30.16, 0.0]","[-40.87, -30.41, -0.01]",1
4392,2:55,1,175.68,1599957660450,29,A. Muyl,"[-41.22, -30.17, 0.0]","[-40.73, -30.42, -0.01]",1
4393,2:55,1,175.72,1599957660490,29,A. Muyl,"[-41.08, -30.18, 0.0]","[-40.62, -30.43, -0.01]",1
4394,2:55,1,175.76,1599957660530,29,A. Muyl,"[-40.94, -30.19, 0.0]","[-40.48, -30.43, -0.01]",1
4395,2:55,1,175.8,1599957660570,29,A. Muyl,"[-40.8, -30.2, 0.0]","[-40.36, -30.43, -0.01]",1
4396,2:55,1,175.84,1599957660610,29,A. Muyl,"[-40.66, -30.22, 0.0]","[-40.2, -30.45, -0.01]",1
4397,2:55,1,175.88,1599957660650,29,A. Muyl,"[-40.52, -30.24, 0.0]","[-40.07, -30.46, 0.0]",1
4398,2:55,1,175.92,1599957660690,29,A. Muyl,"[-40.37, -30.25, 0.0]","[-39.91, -30.48, 0.0]",1
4399,2:55,1,175.96,1599957660730,29,A. Muyl,"[-40.23, -30.28, 0.0]","[-39.78, -30.49, 0.01]",1
4400,2:56,1,176.0,1599957660770,29,A. Muyl,"[-40.08, -30.3, 0.0]","[-39.62, -30.52, 0.01]",1
4401,2:56,1,176.04,1599957660810,29,A. Muyl,"[-39.93, -30.32, 0.0]","[-39.5, -30.54, 0.01]",1
4402,2:56,1,176.08,1599957660850,29,A. Muyl,"[-39.78, -30.36, 0.0]","[-39.36, -30.57, 0.0]",1
4403,2:56,1,176.12,1599957660890,29,A. Muyl,"[-39.62, -30.39, 0.0]","[-39.24, -30.59, 0.0]",1
4404,2:56,1,176.16,1599957660930,29,A. Muyl,"[-39.47, -30.43, 0.0]","[-39.1, -30.61, -0.01]",1
4405,2:56,1,176.2,1599957660970,29,A. Muyl,"[-39.31, -30.46, 0.0]","[-38.99, -30.62, -0.01]",1
4406,2:56,1,176.24,1599957661010,29,A. Muyl,"[-39.15, -30.51, 0.0]","[-38.87, -30.64, -0.01]",1
4407,2:56,1,176.28,1599957661050,29,A. Muyl,"[-38.99, -30.56, 0.0]","[-38.75, -30.64, -0.01]",1
4408,2:56,1,176.32,1599957661090,29,A. Muyl,"[-38.83, -30.61, 0.0]","[-38.67, -30.64, -0.01]",1
4409,2:56,1,176.36,1599957661130,29,A. Muyl,"[-38.66, -30.66, 0.0]","[-38.39, -30.82, -0.01]",1
4410,2:56,1,176.4,1599957661170,29,A. Muyl,"[-38.49, -30.72, 0.0]","[-38.32, -30.96, 0.0]",1
4411,2:56,1,176.44,1599957661210,29,A. Muyl,"[-38.32, -30.78, 0.0]","[-38.23, -31.12, 0.0]",1
4412,2:56,1,176.48,1599957661250,29,A. Muyl,"[-38.14, -30.85, 0.0]","[-38.16, -31.28, 0.0]",1
4413,2:56,1,176.52,1599957661290,29,A. Muyl,"[-37.97, -30.92, 0.0]","[-38.07, -31.44, 0.0]",1
4414,2:56,1,176.56,1599957661330,29,A. Muyl,"[-37.79, -30.99, 0.0]","[-38.01, -31.59, -0.01]",1
4415,2:56,1,176.6,1599957661370,29,A. Muyl,"[-37.62, -31.06, 0.0]","[-37.83, -31.84, -0.04]",1
4416,2:56,1,176.64,1599957661410,29,A. Muyl,"[-37.44, -31.13, 0.0]","[-37.77, -31.94, -0.04]",1
